"Director","Producer","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Herman Yau","Andy Lau","Universe Entertainment, Sil-Metropole Organisation","Action","Chinese","Jan 27, 2020","1h 39m","An underworld war erupts when a financial tycoon puts a price on the head of Hong Kong's most powerful drug dealer.",50,60,"The White Storm 2: Drug Lords"
