"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Massy Tadjedin","Nick Wechsler, Sidonie Dumas, Massy Tadjedin","Massy Tadjedin","Tribeca Film","Gaumont, Nick Wechsler","R (Some Language)","Drama, Romance","English","May 6, 2011, Limited","Jul 1, 2017","$99.0K","1h 32m","Joanna (Keira Knightley) and Michael Reed (Sam Worthington) are a happily married couple. However, the fate of their marriage rests on how each responds to temptation during a night apart. Michael goes away on a business trip with an attractive colleague named Laura (Eva Mendes), whose outer beauty masks a deep loneliness. Slightly jealous, Joanna encounters a former flame (Guillaume Canet) and agrees to meet him for drinks, but the innocent date may become something more.",54,46,"Last Night"
