"Director","Rating","Genre","Original Language","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Matty Rich","R","Drama","English","Aug 1, 2006","$2.7M","1h 31m","Surround","When Dennis (Lawrence Gilliard Jr.), the oldest son of an impoverished family living in a Brooklyn housing project, decides to earn some quick money by robbing a drug dealer, he gets caught up in much more than he bargained for. The stolen briefcase is filled with thousands of dollars in cash. Despite his concern, Dennis intends to use the money to move his family into a better neighborhood. But things take a turn for the worse when the dealer and his henchmen track Dennis down.",80,60,"Straight Out of Brooklyn"
