"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Gary Lundgren","Anne Lundgren, Luis Rodriguez, Ryan Niemi","Gary Lundgren","Joma Films","R (Language)","Comedy, Drama","English","Jun 2, 2020","1h 48m","Dolby Digital","Scope (2.35:1)","Two friends seize the opportunity to quit their jobs and restore an old bowling alley.",82,67,"Phoenix, Oregon"
