"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Bradford May","David Roessell","Renaissance Pictures","R","Horror","English","Apr 14, 2009","1h 27m","Stereo","Burn-scarred scientist Peyton Westlake (Arnold Vosloo) roams the night as his alter ego, the cloaked Darkman. When Darkman, who often steals from the corrupt, crosses drug kingpin Peter Rooker (Jeff Fahey), he finds a worthy adversary. Rooker tricks Darkman into an operation, implanting a remote-control device in his mind. To free himself from his enemy, Darkman must now take down Rooker or die -- a job that will draw the recluse unexpectedly close to his target's family.",33,21,"Darkman III: Die Darkman Die"
