"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"François Truffaut","Armand Barbault","Jean Aurel, Suzanne Schiffman, François Truffaut, Charles Williams","Artificial Eye, MK2 Diffusion, Fox Lorber, Altavista Films, International Spectrafilm, Criterion Collection","Les Films du Carrosse, Soprofilms [fr], Films A2","PG","Comedy, Western","French (France)","Aug 10, 1983, Wide","1h 30m","Mono","Flat (1.37:1)","When his wife and her lover are found dead, real estate broker Julien Vercel (Jean-Louis Trintignant) becomes the prime suspect in the murders. To save himself from a long prison sentence, Julien turns to his trusty secretary, Barbara (Fanny Ardant), to investigate. Barbara, who has been secretly in love with her boss for some time, dedicates herself to her new responsibilities as a private detective -- and quickly manages to dig up some shocking information about Vercel's wife.",78,80,"Confidentially Yours"
