"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"King Vidor","Irving Thalberg","King Vidor, John V.A. Weaver, Harry Behn","Metro-Goldwyn-Mayer Distributing Corp.","Metro Goldwyn Mayer","Drama","Feb 18, 1928, Wide","1h 44m","Young John Sims (James Murray) weathers the death of his father and travels to New York City in search of success. Instead, he becomes a low-level worker in an enormous office of a nameless corporation. After he meets a beautiful young woman (Eleanor Boardman), things seem to be looking up, but before long the newlyweds are sullen and bickering, and the arrival of their children leaves John feeling trapped in a dead-end existence. Then tragedy strikes, causing him to reassess his life.",96,90,"The Crowd"
