"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Victor Saville","Leon Gordon","Metro-Goldwyn-Mayer, Loew's Inc.","G","Kids & Family, Adventure","English","Jan 1, 2009","1h 53m","During the 1880s in India, a young orphan named Kim (Dean Stockwell) is employed by Mahbub Ali (Errol Flynn), an English spy who masquerades as a horse trader. Kim meets a Tibetan lama (Paul Lukas) and agrees to help him find a sacred river. When it is discovered that Kim has British ancestry in his blood, from his father, he is sent to school. Ali, however, is convinced that the boy has the makings of a great spy. Now educated and trained, Kim has a lot of responsibility thrust upon him.",78,57,"Kim"
