"Director","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Geneviève Jolliffe","Geneviève Jolliffe, Chris Jones","Living Spirit Pictures","R","Horror","English","Aug 6, 1999, Wide","Apr 26, 2005","1h 26m","After an ecstasy induced car accident, 12 year old Lizzie (Heather Ann Foster) lies dead on the roadside -- slowly she is taken into the light -- but is pulled back to earth when she is revived by the doctors. Lizzie feels sure that during the 184 seconds that she lay dead, something latched on to her and came back into her world. The nightmares and visions that follow only crystallize her belief that she should have died in the crash.",100,46,"Urban Ghost Story"
