"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Tony Richardson","John Calley, Haskell Wexler","Evelyn Waugh, Terry Southern, Christopher Isherwood","Metro Goldwyn Mayer, Filmways Pictures","Comedy","English","Oct 11, 1965, Original","Sep 11, 2015","1h 56m","Mono","The suicide of his expatriate uncle (John Gielgud) draws Englishman and poet Dennis Barlow (Robert Morse) into California's booming funeral industry. Dennis falls for spiritual funeral home stylist Aimee (Anjanette Comer), whose boss, Mr. Joyboy (Rod Steiger), also has designs on her. Meanwhile, he's drawn into a crooked scheme by the cemetery's owner, Henry Glenworthy (Jonathan Winters), to shoot corpses into space and build a retirement home on the cemetery land.",47,76,"The Loved One"
