"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"William A. Fraker","Hal Landers, Bobby Roberts","Cinema Center Films, Landers-Roberts Productions","PG-13 (Some Violence and Sexuality)","Western","English","Oct 2, 1970, Original","Oct 7, 1970","Nov 16, 2010","1h 46m","At the end of the Wild West era, cowboys Monte Walsh (Lee Marvin) and Chet Rollins (Jack Palance) arrive in the town of Harmony, where they reconnect with their old friend Shorty Austin (Mitch Ryan). The former wanderers do their best to settle down: Chet gets married and finds work, while Monte pursues saloon girl Martine (Jeanne Moreau) to a nearby township. But when the doldrums of sedentary life set in, they begin falling apart and find themselves embroiled in robbery, murder and vandalism.",89,66,"Monte Walsh"
