"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Alexander Mackendrick","Michael Balcon, Sidney Cole","Roger MacDougall, Roger MacDougall, John Dighton, Alexander Mackendrick","Universal Pictures","Ealing Studios","Comedy","English (United Kingdom)","Mar 31, 1952, Original","Nov 16, 2012","Aug 1, 2010","$8.3K","1h 25m","Chemist Sidney Stratton (Alec Guinness) is at a crossroads in his career. He's been trying to invent a long-lasting clothing fiber, but his unreasonable demands for high-end equipment have gotten him fired from job after job. Finally, Sidney creates a white suit that is impervious to the elements -- it cannot stain or wrinkle. At first he is celebrated as a hero but, soon enough, the clothing manufacturers realize that the perfect suit is actually very bad for business.",100,81,"The Man in the White Suit"
