"Director","Rating","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Claude Miller","R","Drama","English","1h 45m","In the aftermath of World War II, 16-year-old Janine Castang (Charlotte Gainsbourg) is sent to live with her aunt and uncle in the country. Unhappy with her new living arrangements, Janine begins acting out by compulsively stealing. After more than one encounter with the police, the troubled girl runs away to the city. There, she finds work as a maid and begins an affair with an older, married man (Didier Bezace), but still can't escape her kleptomania.",71,72,"The Little Thief"
