"Director","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Federico Fellini","Bernardino Zapponi","Leone Film, RAI Radiotelevisione Italiana, Bavaria Film, Office de Radiodiffusion Télévision Française (ORTF)","G","Documentary","Italian","Mar 10, 1971, Original","Jan 5, 2017","1h 31m","This lighthearted pseudo-documentary from one of the world's most serious filmmakers, Federico Fellini, is full of vivid imagery of clown routines, revealing Fellini's great admiration for clowns and circus performers. Revisiting his childhood obsession with the art form, Fellini delves into memories of performances from his past, expertly acted out by true masters of the craft of clowning. Fellini attempts to introduce the levity of the clown to the form of documentary.",100,76,"The Clowns"
