"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Giacomo Abbruzzese","Lionel Massol, Pauline Seigland","Giacomo Abbruzzese","Big World Pictures","Dugong Production, Films Grand Huit, Donten & Lacroix Films, Panache Productions","Drama","French","Feb 2, 2024, Limited","$9.1K","1h 32m","Flat (1.85:1)","After a painful journey through Europe, Alex, the Belarusian, joins the Foreign Legion in France and clings to a confused hope of a European identity. Jomo, the Nigerian, fights for the survival and durability of his people in the Niger Delta and is ready to die to defend his ideas. These two young people who are sacrificed and smashed together will, against all odds, meet and their destinies will merge to continue across borders, bodies, life and death...",88,60,"Disco Boy"
