"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Robert Wise","Val Lewton","Guy de Maupassant, Josef Mischel, Peter Ruric","RKO Radio Pictures","RKO Radio Pictures Inc.","Drama","English","Jan 26, 1944, Original","1h 9m","Flat (1.37:1)","During the Franco-Prussian War, a young French laundress shares a coach ride with several of her condescending social superiors. When a Prussian officer holds the coach over, social standings are leveled and integrity and spirit are put to the test.",67,43,"Mademoiselle Fifi"
