"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Anthony Waller","Thomas Hedman, Lisa Richardson","Will Davies","J&M Entertainment","R","Mystery & Thriller","English","Mar 23, 2017","1h 47m","Surround","Callum Crane (Bill Pullman), a lawyer and would-be federal judge, jeopardizes his chances at a judgeship by forcing himself on his secretary. He then worsens the situation by trying to have the woman murdered. Further complicating matters, he assigns the task to a young man who, unbeknownst to Crane, is actually his son, Nathan (Devon Sawa). Nathan refuses to do the deed, but not before informing several people, one of whom tries to take on the job.",40,41,"The Guilty"
