"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Masaki Kobayashi","Toshiro Mifune, Tomoyuki Tanaka","Shinobu Hashimoto","Columbia","Drama","Japanese","May 27, 1967, Original","Oct 25, 2005","2h 5m","Samurai Isaburo Sasahara (Toshirô Mifune) faces the wrath of his clan when he exhibits disobedience in favor of what is right. When the ruling lord forces his son, Ichi (Gô Katô), and his unwanted mistress (Yoko Tsukasa) into marriage, the two fall in love despite all expectations. However, when the callous ruler requests Ichi's return only two years later, Sasahara, unwilling to see his son and daughter-in-law torn apart, is prepared to fight for their union.",100,93,"Rebellion"
