"Director","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Neil Jordan","Neil Jordan, David Leland","Island Pictures","R","Mystery & Thriller, Comedy","English","Jun 13, 1986, Original","Oct 15, 2020","$4.3M","1h 44m","George is a small-time crook just out of prison who discovers his tough-guy image is out of date. Reduced to working as a minder/driver for high class call girl Simone, he has to agree when she asks him to find a young colleague from her King's Cross days. That's when George's troubles just start.",98,81,"Mona Lisa"
