"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Chin-yen Yee","Peggy Chiao, Hsiao-ming Hsu","Chin-yen Yee","Strand Releasing","Arc Light Films","Drama","Chinese","Sep 8, 2002, Wide","Feb 24, 2004","$5.7K","1h 22m","A sexually confused Taiwanese teenager (Lunmei Kwai) is secretly in love with a female friend (Shu-hui Liang).",83,87,"Blue Gate Crossing"
