"Director","Producer","Screenwriter","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Shyamaprasad","Anil Kumar","George Kanatt, Nirmal Sahadev","Drama","Malayalam","Aug 20, 2019","2h 26m","Two quirky individuals fall in love, leading to a journey of self-discovery, healing and transformation.",80,NA,"Hey Jude"
