"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Henry King","William Perlberg","George Seaton","Twentieth Century Fox","Drama","English","Dec 25, 1943, Original","Mar 1, 2013","2h 36m","Based on the popular novel by Franz Werfel, this drama focuses on Bernadette Soubirous (Jennifer Jones), a young French woman who experiences vivid visions of the Virgin Mary. While many dismiss her claims, certain people, including the priest Dominique Peyramale (Charles Bickford), slowly begin to believe her. Eventually, Bernadette is deemed a saint, and becomes a nun at a convent, where she must deal with jealousy from others who resent her revered status.",88,80,"The Song of Bernadette"
