"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"David Leland","Sarah Radclyffe","David Leland","Channel Four Films, Zenith Entertainment, Working Title Films","R","Drama, Comedy","English (United Kingdom)","Nov 19, 2020","$161.4K","1h 31m","Unabashedly hedonistic and foul-mouthed, Lynda Mansell (Emily Lloyd) is a restless teen living in a small coastal English town. Lynda is seemingly out to shock people with her rebellious behavior, but she is also reeling from the death of her mother, and her father (Geoffrey Hutchings) is proving to be woefully ineffective in guiding her. Eventually, Lynda becomes pregnant by her dad's much-older friend, Eric (Tom Bell), which causes a scandal in the community.",85,77,"Wish You Were Here"
