"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Matthew Tabak","Andrew Stevens, Matthew Rhodes, Dan Stone","Matthew Tabak","Auggie Rose Productions Inc., Persistent Entertainment, Franchise Pictures","R","Drama, Mystery & Thriller","English","Jul 24, 2001","1h 49m","Surround","The life of bored insurance salesman John Nolan (Jeff Goldblum) changes forever when he witnesses the death of an ex-con. Feeling his fate inexplicably bound to the encounter, or just trying to escape the monotony of his own existence, Nolan assumes the identity of the deceased man. He begins investigating the man's life, discovering that he was planning on meeting a pen pal named Lucy (Anne Heche). Posing as the dead man, Nolan meets Lucy and begins a relationship with her.",54,46,"Auggie Rose"
