"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Amos Gitai","Amos Gitai, Michel Propper, Laurent Truchot","Amos Gitai, Marie-Jose Sanselme","Kino Pictures","Agav Hafakot, Tele Plus, Le Studio Canal +, R&C Produzioni, Telad, Arte France Cinema, MP Productions","War","Hebrew","Nov 3, 2000, Original","Aug 28, 2001","$112.3K","2h 4m","Dolby SR, Dolby Digital, DTS, Surround","A first-hand witness to the 1973 Yom Kippur War, in which troops from Egypt and Syria chose one of the holiest days of the Jewish calendar to launch a surprise attack on Israel. This short but bloody conflict is seen through the eyes of a student who has been instructed to join a special military unit on the Golan Heights shortly after the fighting begins, but they are thrown in an emergency medical team.",81,60,"Kippur"
