"Director","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Frank Capra","Columbia Pictures Corporation","Romance, Comedy","English","Oct 24, 1931, Limited","Oct 4, 2011","1h 30m","Investigative journalist Stew Smith (Robert Williams) has a reputation for being merciless in his reporting. In a break from convention, after writing a tell-all story on a wealthy family of socialites, Stew becomes interested in the daughter (Jean Harlow). The two hit it off, she being a fan of his snarky turns of phrase. But when Stew is forced to quell his wild ways for the sake of her conservative family, he buckles under the pressure and finds he has eyes for a colleague (Loretta Young).",88,68,"Platinum Blonde"
