"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Synopsis","Critics","Audiences","Title"
"H. Vinoth","Boney Kapoor","H. Vinoth, Shoojit Sircar, Ritesh Shah, Aniruddha Roy Chowdhury","Zee Studios","Mystery & Thriller, Drama","Hindi",NA,100,87,"Nerkonda Paarvai"
