"Director","Producer","Production Co","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Carol Reed","Carol Reed","Twentieth Century Fox, Cinecittà, Dino de Laurentiis Cinematografica","History, Drama","English","Sep 24, 1965, Original","Oct 7, 1965","Mar 1, 2013","2h 16m","During the Italian Renaissance, Pope Julius II (Rex Harrison) contracts the influential artist Michelangelo (Charlton Heston) to sculpt 40 statues for his tomb. When the pope changes his mind and asks the sculptor to paint a mural in the Sistine Chapel, Michelangelo doubts his painting skills and abandons the project. Divine inspiration returns Michelangelo to the mural, but his artistic vision clashes with the pope's demanding personality and threatens the success of the historic painting.",86,78,"The Agony and the Ecstasy"
