"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Lee Sang-il","Hitomi Ishihara","Lee Sang-il, Daisuke Habara","Cinequanon Co., Ltd.","Comedy","Japanese","Nov 6, 2007","1h 50m","Dolby Digital","Desperate to reverse their economic fortunes, the elders of a small Japanese coal-mining town decide to create a Hawaiian center tourist attraction. They hire Madoka (Yasuko Matsuyuki), a professional dancer from Tokyo, to recruit and train hula dancers. The group includes hulking Sayuri (Shizuyo Yamasaki) and the hesitant Kimiko (Yû Aoi). Things seem hopeless at first, but with encouragement from Kimiko's brother, Yojiro (Etsushi Toyokawa), Madoka redoubles her efforts to make things work.",56,83,"Hula Girls"
