"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Philip Saville","Andrew Bendel","Adrian Hodges","Arts Council of England, Blue Horizon Productions","R","Comedy, Drama","English","May 28, 1997, Original","$299.5K","1h 45m","Surround","In late-1970s suburban London, Chris (Christian Bale) and Marion (Emily Watson) have settled into a comfortable yet all-too-predictable middle-class existence. Chris receives an unexpected visit from his free-spirited friend Toni (Lee Ross), a reunion that reminds him of a more carefree time in 1960s Paris. Now, with lingering doubts about his marriage bubbling up, Chris must make the choice between revisiting his youthful abandon with Toni or facing the here and now with Marion.",62,54,"Metroland"
