"Director","Producer","Production Co","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Michael Powell, Emeric Pressburger","Michael Powell, Emeric Pressburger","British National Films Ltd., The Archers","War","English","Jun 27, 1942, Original","Oct 16, 1942","Aug 7, 2015","1h 46m","On its way back from a raid on the city of Stuttgart, Germany, a British bomber is shot down over Nazi-held Holland. Parachuting into Dutch farmlands under cover of darkness, the six-member crew, led by stalwart pilot John Glyn Haggard (Hugh Burden) and crusty Yorkshireman co-pilot Tom Earnshaw (Eric Portman), connects with members of the local resistance, led by schoolteacher Els (Pamela Brown), who shelter the Brits from their Nazi inquisitors as they make their way towards freedom.",100,66,"One of Our Aircraft Is Missing"
