"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Ivan Dixon","Joel Freeman","John D. F. Black","JDF/B Productions","R","Crime, Drama","English","Nov 1, 1972, Original","Jan 17, 2006","1h 39m","T (Robert Hooks) is a slick detective who's done very well for himself, but still runs his operation from the same mean streets he grew up on in South Central Los Angeles. His latest case comes from local hoods Chalky (Paul Winfield) and Pete (Ralph Waite), who claim that someone's been robbing their dice games at gunpoint. As T searches for the perpetrator, he realizes the job is a setup. Chalky and Pete have pinned a murder on him, and both cops and criminals think T is to blame.",14,65,"Trouble Man"
