"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Steven Lewis Simpson","Steven Lewis Simpson","Kent Nerburn, Steven Lewis Simpson","Roaring Fire Films, Fatback Films","Drama","English","Mar 30, 2017, Limited","Sep 13, 2019","$589.3K","1h 50m","An author (Christopher Sweeney) recounts his travels with an Indian elder (Dave Bald Eagle) through the heart of Lakota country.",82,95,"Neither Wolf Nor Dog"
