"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Brock Heasley","Ken Carpenter, Brock Heasley","Brock Heasley","Angel Studios","Nook Lane Entertainment","PG-13 (Violence and Thematic Elements)","Sci-Fi, Mystery & Thriller","English","Dec 1, 2023, Wide","$11.7M","1h 55m","In this modern-day retelling of Job, Kevin Garner (Kristoffer Polaha) embarks on a journey across worlds and dimensions to reunite with Molly (Elizabeth Tabish), his true love. The narrative unfolds as a dystopian drama and sci-fi thriller, where a mysterious adversary, The Benefactor (Neal McDonough), disrupts Kevin's reality. Faced with infinite worlds and impossible choices, Kevin must navigate through an alternate reality, resisting The Benefactor's tempting offer of wealth and power. As survival hangs in the balance, Kevin fights to return to the familiar world he cherishes and the woman he loves.",37,87,"The Shift"
