"Director","Producer","Rating","Genre","Original Language","Release Date (DVD)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Anthony Waller","Alexander Buchman","R","Mystery & Thriller","English","Aug 26, 2003","$962.2K","1h 38m","Billy (Mary Sudina) is mute, but it hasn't kept her from becoming a successful makeup artist. While in Russia, working on a film directed by her sister's boyfriend, Andy (Evan Richards), Billy finds herself trapped in the studio one night and is horrified to see a snuff film being made. Billy escapes and, with the help of her sister, Kate (Fay Ripley), alerts authorities about what she saw. Unfortunately, in doing so, she makes an enemy of the Russian mafia, who funded the snuff film.",85,65,"Mute Witness"
