"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Alanna Brown","Ron Ray, Barry Levine, Mike Bundlie, Brian Baniqued, Jeff Spiegel, Vicky Petela, Alanna Brown","Alanna Brown","Netflix","RR Film Production, Abstract Entertainment, Trees of Peace, ABrownGirl Films","Drama","English","Jun 10, 2022","1h 37m","Flat (1.85:1)","Four women from different backgrounds forge an unbreakable sisterhood while trapped and in hiding during the genocide in Rwanda. Inspired by true events.",86,85,"Trees of Peace"
