"Director","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Michael Wadleigh","Orion Pictures","R","Horror","English","Jul 24, 1981, Limited","Feb 29, 2012","1h 55m","Surround","New York City police investigator Dewey Wilson (Albert Finney) is trying to solve a series of grisly deaths in which the victims have seemingly been maimed by feral animals. He teams up with expert criminologist Rebecca Neff (Diane Venora), and together they stumble upon a band of inner-city Native Americans, led by the streetwise Eddie Holt (Edward James Olmos), who warns Wilson and Neff about a wolf-like, mythical creature that could offer a shocking solution to this disturbing case.",77,48,"Wolfen"
