"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Ted Kotcheff","James Woolf","Mordecai Richler","Romulus Films","Drama","English","1h 57m","Successful businessman Joe Lampton (Laurence Harvey) is married to the wealthy Susan (Jean Simmons), has two children and lives in the mill town of Warley in northern England. But his career seems to have plateaued, leaving him disillusioned. This feeling is only exacerbated when he discovers his wife's infidelity with local man Mark (Michael Craig). So he takes up with attractive TV host Norah (Honor Blackman) and moves with her to London, aiming to reignite the fire that drove him to the top.",20,80,"Life at the Top"
