"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Terry Winsor","Jeff Pope","Jeff Pope, Terry Winsor","R","Crime, Drama","English","Apr 14, 2016","1h 42m","Surround","Billy (Charlie Creed-Miles) has just scored an entry-level position with the local crime cartel. His first job is to mind Jason (Sean Bean), a newly released thug with a vicious temper. Jason thinks it's his job to teach Billy about crime, drugs and women. Little does he know that Billy has his eyes on Jason's own wife, Lisa (Alex Kingston). When an ecstasy deal goes bad, Jason vows revenge on the boss (Tom Wilkinson), while Billy looks to take out Jason. Before long, bodies start turning up.",17,61,"Essex Boys"
