"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Steven Soderbergh","John Hardy","Steven Soderbergh, Don Tracy, Daniel Fuchs","MCA/Universal Pictures [us]","R","Crime, Drama","English","Apr 28, 1995, Original","Jan 6, 2004","$386.9K","1h 39m","Surround, Stereo","Gambling addict Michael Chambers (Peter Gallagher) returns to Texas for the wedding of his mother and soon becomes engulfed in the wreckage of his past. He has an affair with his ex-wife, Rachel (Alison Elliott), who is now seeing thug Tommy Dundee (William Fichtner). When Dundee discovers the two lovers together, Chambers finds himself at the center of an armored car heist involving an old flame (Elisabeth Shue) and his new stepfather (Paul Dooley).",62,39,"The Underneath"
