"Director","Producer","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Bigas Luna","Pepón Coromina","Anchor Bay Entertainment","R","Horror","Spanish","Jan 8, 1988, Original","May 27, 2008","1h 31m","Surround","Teen friends Patty (Talia Paul) and Linda (Clara Pastor) head to a theater to watch the latest slasher movie, ""Mommy,"" featuring a deranged matriarch (Zelda Rubinstein) who hypnotizes her son (Michael Lerner) to steal other people's eyeballs and return them to her. Unfortunately for the girls, while the on-screen killer nabs victims in a movie theater, a deranged ""Mommy"" fan (Ángel Jovè) creeps through the film's audience, reenacting the movie's murders in real time.",63,63,"Anguish"
