"Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"Sidney Buchman","Paramount Pictures","Paramount","Crime, Drama, Mystery & Thriller","English","Sep 5, 1931, Wide","1h 12m","At her Chinese father's bidding, a woman (Anna May Wong) goes to murder an enemy and meets a Scotland Yard detective.",71,27,"Daughter of the Dragon"
