"Director","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Brian De Palma","R","Comedy","English","Apr 27, 1970, Limited","Dec 7, 2004","1h 27m","After serving in Vietnam, veteran Jon Rubin (Robert De Niro) arrives in New York City and approaches sleazy producer Joe Banner (Allen Garfield) about directing a pornographic film. Rubin becomes obsessed with his beautiful neighbor, Judy Bishop (Jennifer Salt). He also begins shooting footage of the residents of an apartment building on the other side of the street. Soon, he falls in with a group of militant black activists as he struggles to find meaning in his increasingly unsatisfying life.",73,56,"Hi, Mom"
