"Director","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Kaneto Shindô","Drama","English","May 17, 2016","1h 36m","A study in the constant struggle of agrarian life, this dialogue-free, black-and-white film depicts one family's difficult existence. The sole inhabitants of an island in Japan's Seto Inland Sea, the impoverished family sees their tough life as farmers become even more challenging when the oldest son (Shinji Tanaka) falls deathly ill while his parents (Nobuko Otowa, Taiji Tonoyama) are away gathering water. Confronted with this tragedy, the family must work even harder to survive.",100,86,"The Island"
