"Director","Producer","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Deepa Mehta","Christina Jennings, Simon Relph","PG-13","Drama","English","Oct 8, 2016","$167.6K","1h 35m","Stereo","While vacationing in Savannah, Ga., Canadian couple Vincent (Elias Koteas) and Freda (Bridget Fonda) meet retired classical musician and Canadian ex-pat Camilla (Jessica Tandy). Freda, an amateur singer, finds in Camilla a powerful source of encouragement for her creative aspirations. After a fight in which Vincent belittles Freda for what he sees as impossible musical dreams, Freda recruits Camilla to join her on a road trip back to Toronto, where they plan to attend a concert together.",44,39,"Camilla"
