"Director","Producer","Production Co","Rating","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Jean-Luc Godard","Armand Barbault, Martine Marignac, Catherine Lapoujade","United Artists","R","Comedy, Drama","French (France)","1h 27m","An exacting filmmaker (Jerzy Radziwiłowicz) deals with producers and other obstacles while making a documentary about light and image.",63,62,"Passion"
