"Director","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Robert Mulligan","Warner Bros. Pictures","Warner Bros.","Drama","English","Feb 17, 1966, Original","Jan 1, 2008","2h 8m","Teen tomboy Daisy Clover (Natalie Wood) dreams of fame -- and gets her wish when big-time movie producer Raymond Swan (Christopher Plummer) comes calling. But, as her image is remolded for the media and her family life is thrown into turmoil, Daisy discovers that being a star in 1930s Hollywood isn't what it's cracked up to be. Alone and distrustful, the young actress searches for a happy ending with a fellow rising star, Wade Lewis (Robert Redford).",29,51,"Inside Daisy Clover"
