"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"James Ivory","Ismail Merchant","Kit Hesketh-Harvey, James Ivory","Home Vision Entertainment","Merchant Ivory Productions","R","Drama, Romance, LGBTQ+","English","Sep 18, 1987, Original","May 19, 2017","Sep 5, 2017","$45.9K","2h 20m","Dolby, Surround","In 1909, Maurice Hall (James Wilby) enters Cambridge, where he befriends wealthy Clive Durham (Hugh Grant). Clive confesses he is sexually attracted to Maurice, who realizes he is a homosexual when he begins to return Clive's feelings. The two embark on an intense but chaste affair to avoid tarnishing Clive's reputation, but eventually the relationship ends, and Clive marries Anne (Phoebe Nicholls). While visiting Clive, Maurice is drawn toward his friend's servant, Alec Scudder (Rupert Graves).",82,87,"Maurice"
