"Director","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Victor Nunez","Victor Nunez","MGM/UA Home Entertainment Inc., Orion Pictures","Clinica Estetico","R","Drama","English","Jun 13, 1997, Wide","Sep 16, 2008","$9.1M","1h 51m","Dolby, Surround","35mm, 16mm, 1.66:1","Widowed beekeeper and Vietnam veteran Ulysses ""Ulee"" Jackson (Peter Fonda) raises his granddaughters because his son, Jimmy (Tom Wood), is in prison. When Jimmy finds out that his estranged wife, Helen (Christine Dunford), has gotten herself into trouble with a crew of drug dealers and has run away, he asks Ulee for help. Ulee begrudgingly agrees to find Helen. When he does, he must rely on the unexpected aid of a divorced nurse (Patricia Richardson) to get Helen through her withdrawal.",94,75,"Ulee's Gold"
