"Director","Rating","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Roberto Faenza","R","Crime, Drama","English","1h 39m","Corrupt Lt. Fred O'Connor (Harvey Keitel) spends his nights in a ritzy Central Park West apartment he's paid for by shaking down a drug dealer. But his professional life is dominated by the murder of several colleagues. When punk rocker Leo Smith (John Lydon) comes forward to say he committed the crimes, O'Connor gives him the brush-off. But when the punk finds out about the officer's double-dealing ways, the men realize they're stuck together until the investigation ends.",83,62,"Cop Killers"
