"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Henry Hathaway","Fred Kohlmar","Jay Dratler, Bernard C. Schoenfeld","20th Century Fox","Twentieth Century Fox","Crime, Drama","English","Apr 9, 1946, Original","Dec 6, 2005","1h 39m","When Bradford Galt (Mark Stevens), a tough private investigator, realizes that he's being followed, he confronts his assailant, a shifty fellow named Fred Foss (William Bendix). Galt's encounter with Foss leads to a web of intrigue involving prosperous art collector Hardy Cathcart (Clifton Webb) and his young wife, Mari (Cathy Downs). Soon Galt is in over his head -- but luckily for him, his tenacious secretary, Kathleen Stewart (Lucille Ball), is on hand to help him out.",100,72,"The Dark Corner"
