"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Michael Apted","Lorenzo di Bonaventura, Georgina Townsley, Erik Howsam, Claudia Bluemhuber","Peter O'Brien","Lionsgate Premiere","SRA Productions, Bloom, Di Bonaventura Pictures, Silver Reel, Lipsync Productions, Czech Anglo Productions","R (Violence and Language)","Action, Mystery & Thriller","English","Sep 1, 2017, Limited","Sep 1, 2017","1h 38m","Scope (2.35:1)","After failing to apprehend the terrorist behind a Paris attack that claimed dozens of lives, CIA agent Alice Racine is forced to live in London as a caseworker. Her mentor unexpectedly calls her back into action when the CIA discovers that another attack is imminent. Alice soon learns that the classified information she's uncovered has been compromised. Running for her life, she turns to a former soldier to help her prevent a lethal biological attack on the citizens of London.",26,44,"Unlocked"
