"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Vittorio De Sica","Vittorio De Sica","Luigi Bartolini, Cesar Zavattini, Suso Cecchi d'Amico","Produzioni De Sica","Drama","Italian","Oct 24, 1948, Original","Mar 29, 2016","$332.9K","1h 30m","Mono","Flat (1.37:1)","Unemployed Antonio Ricci (Lamberto Maggiorani) is elated when he finally finds work hanging posters around war-torn Rome. His wife, Maria (Lianella Carell), sells the family's bed linens to retrieve Antonio's bicycle from the pawnshop so he can take the job. However, disaster strikes when Antonio's bicycle is stolen, and his new job is doomed unless he can find the thief. With the help of his lively son, Bruno (Enzo Staiola), Antonio combs the city, growing increasingly desperate for justice.",99,94,"Bicycle Thieves"
