"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Jeff Nichols","Lisa Maria Falcone, Sarah Green, Aaron Ryder","Jeff Nichols","Roadside Attractions","Brace Cove, FilmNation","PG-13 (Sexual References|Language|Smoking|Some Violence|Thematic Elements)","Drama, Adventure","English","May 10, 2013, Wide","Apr 6, 2015","$21.6M","2h 10m","While exploring a Mississippi River island, Arkansas boys Ellis (Tye Sheridan) and Neckbone (Jacob Lofland) encounter Mud (Matthew McConaughey),a fugitive who needs their help. Though Mud killed a man in Texas and has bounty hunters on his trail, he is most concerned about reuniting with Juniper (Reese Witherspoon), the love of his life. Ellis, who is suffering the pangs of his first crush, agrees to help Mud. He and Neckbone do all they can to protect Mud and help him reunite with Juniper.",97,80,"Mud"
