"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Elia Kazan","Elia Kazan","Newtown Productions","R","Drama","English","Dec 18, 1956, Original","Feb 8, 2011","1h 54m","Based on a play by Tennessee Williams, ""Baby Doll"" centers on Archie Lee Meighan (Karl Malden), a failing cotton gin owner who is married to Baby Doll (Carroll Baker), a 19-year old childlike beauty whose father arranged the marriage for financial reasons. As Archie awaits the arrival of Baby Doll's 20th birthday, the day that they are supposed to consummate their marriage, he faces interference from business rival Silva Vacarro (Eli Wallach), who plots to seduce Baby Doll away from Meighan.",83,80,"Baby Doll"
