"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Sydney Pollack","Irwin Winkler, Robert Chartoff, Sydney Pollack","Cinema Releasing Corporation","Palomar Pictures, American Broadcasting Company (ABC)","PG","Drama","English","Dec 10, 1969, Limited","Oct 19, 2004","2h 1m","In the midst of the Great Depression, manipulative emcee Rocky (Gig Young) enlists contestants for a dance marathon offering a $1,500 cash prize. Among them are a failed actress (Jane Fonda), a middle-aged sailor (Red Buttons), a delusional blonde (Susannah York) and a pregnant girl (Bonnie Bedelia). Days turn into weeks as the competition drags on and people either drop out or expire. Rocky, however, will do anything for publicity and initiates a series of grueling derbies.",82,89,"They Shoot Horses, Don't They?"
