"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Nick Willing","Michele Camarda","First Look","BBC","R","Mystery & Thriller","English","Aug 16, 2002, Original","Sep 14, 2004","$39.4K","1h 48m","Surround","Dr. Michael Strother (Goran Visnjic) is a hypnotherapist with a potentially hazardous telepathic gift. In the middle of treating Police Detective Janet Losey (Shirley Henderson), Dr. Strother has a psychic viewing of a young girl drowning. He then discovers that the girl in his vision is the escaped victim of a crazed murderer. When he tries to take action, teaming up with Losey to catch the serial killer, he becomes caught in a dangerous web of intrigue and ritual homicide.",44,35,"Hypnotic"
