"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Mike Leigh","Simon Channing Williams","Mike Leigh","R","Comedy","English","Apr 22, 2011","1h 43m","Surround","The working-class malaise of suburban London is captured in this comedic drama, which focuses on twin sisters Natalie (Claire Skinner) and Nicola (Jane Horrocks) and their parents: easygoing Andy (Jim Broadbent) and his optimistic wife, Wendy (Alison Steadman). While Natalie has a plumbing job, and tends to take after her mom with her bright outlook, Nicola is on the dole and perpetually dwells on the negative. Will the cloud over Nicola's head ever lift?",93,87,"Life Is Sweet"
