"Director","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Martin Ritt","Universal Pictures","PG","Comedy, Drama","English","Dec 17, 1972, Original","Apr 25, 2011","1h 40m","Pete (Walter Matthau) and Tillie (Carol Burnett) are middle-aged and meet at a time in their lives when both have developed a layer of cynicism about love and relationships. Wisecracking Pete hides behind an almost pathological need to tell jokes, while Tillie is a bit too uptight to let herself go. Gradually, through various ups and downs, they become a couple, get married -- despite Pete's reservations -- and have a child. After tragedy strikes, their marriage is tested.",67,72,"Pete 'n' Tillie"
