"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Kevin Costner","Kevin Costner, Steve Tisch, Jim Wilson","David Brin, Eric Roth, Brian Helgeland","Warner Brothers, Tig Productions","R","Drama","English","May 1, 2008","$17.6M","2h 57m","Surround, Dolby Digital, DTS, SDDS","35mm","Years after a major global conflict has left the United States in dystopian disarray, a nomadic traveler who becomes known as the Postman (Kevin Costner) wanders through towns in the Northwest, delivering old mail. Thanks to the Postman's presence, people begin to believe that the U.S. government has been restored. During his travels, the Postman becomes involved with the lovely Abby (Olivia Williams) and clashes with the dictatorial Gen. Bethlehem (Will Patton).",14,51,"The Postman"
