"Director","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Adrian Lyne","Metro-Goldwyn-Mayer","R","Romance, Drama","English","Feb 21, 1986, Original","Oct 13, 2008","1h 53m","Surround","Two strangers, Wall Street trader John (Mickey Rourke) and art gallery assistant Elizabeth (Kim Basinger), become involved in a new relationship. What begins as a courtship, though, becomes extremely sexual, as John begins to push for more daring and kinky scenarios, including striptease and bondage. Although their passion is strong, Elizabeth starts to realize that John is not sharing any part of his life besides sex. She must make a decision about what she wants from their relationship.",60,56,"Nine 1/2 Weeks"
