"Director","Producer","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Andrew Marton","Andrew Marton","Metro-Goldwyn-Mayer","G","Adventure","English","Jun 22, 1966, Limited","Jan 1, 2009","1h 57m","After seismic activity on Earth increases, a group of scientists travels across the world to plant monitors on the ocean floor at different points so they can detect coming earthquakes. The crew, led by Dr. Standish (Lloyd Bridges) and Dr. Mosby (Brian Kelly), frequently has to overcome disasters and sea predators. There is also personal tension on the ship, mostly due to the wandering attention of the beautiful but flirtatious Dr. Maggie Hanford (Shirley Eaton).",20,27,"Around the World Under the Sea"
