"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Sergey Bodrov","Sergey Bodrov, Boris Giller","Arif Aliyev, Sergey Bodrov, Boris Giller, Leo Tolstoy","Orion Pictures","R","Drama","Russian","Jan 31, 1996, Original","Jul 1, 2003","$739.6K","1h 38m","Dolby","On patrol in the Caucasus mountains, Russian soldiers Vanya (Sergei Bodrov Jr.) and Sacha (Oleg Menshikov) become the prisoners of a Chechen village. Tribal leader Abdul-Murat (Jemal Sikharulidze) is willing to release the pair unharmed in exchange for his son, who is a prisoner in the custody of the Russians. After writing to their mothers with Abdul-Murat's terms, the duo are powerless to do anything but wait for an answer while getting used to life in the village.",88,87,"Prisoner of the Mountains"
