"Director","Producer","Screenwriter","Distributor","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"Aalam-Warqe Davidian","Naomi Levari, Saar Yogev","Aalam-Warqe Davidian","Menemsha Entertainment","Drama","Amharic","Nov 1, 2019, Limited","1h 33m","During the Ethiopian civil war, a Jewish teenager hatches a scheme to keep her Christian boyfriend from being drafted, as she and her family prepare to flee the country and go to Israel.",83,NA,"Fig Tree"
